publishedAt,videoId,authorDisplayName,textDisplay,likeCount
2025-03-25T21:43:11Z,ygcodv_xrUE,@sahrulramadhan1238,Sudah paham kan sekarang WS konten nya gimana😂 beneran apa borongan nihh netizen &amp; buzerr😂😅🤭🤭,1
2025-03-25T21:42:52Z,ygcodv_xrUE,@mirai2268,"Ya lu bayangin aja itu kuali kan gede klo ngambilnya gak teratur gimana caranya api panas trus ngambilny rusuh pasti ada korban lah contoh kena kuali panas, udh bener kata bobon terakhir udh pasti settingan, klo settingan lebih masuk akal disuruh tuh sama &quot;penjaga dstu&quot; pasti lebih teratur ye kan ngambil nya cukup lah 30 menit 🤭, yang jaga dstu diselipin 💸 udh slsai masalah 🤐",1
2025-03-25T21:42:46Z,ygcodv_xrUE,@zedgaming2712,"Lu pernah gak sih, lagi kebelet, nyari toilet gak dapet, terus lu malah ke tempat lain makan/minum, kan lucu, sesakti saktinya orang kalo udah kebelet harus dikeluarin, bukan malah ditambahin, berbohong itu adalah sebuah seni, harus dilakukan dengan otak cerdas dan logika yg masuk akal 😂😂😂",131
2025-03-25T22:58:13Z,ygcodv_xrUE,@khairulhuda4046,Kebelet lapar bro 😅,1
2025-03-25T23:12:55Z,ygcodv_xrUE,@zedgaming2712,"@khairulhuda4046  kebelet laper, hmmm, statement awal dia cari toilet, apakah orang laper nyari toilet ? Oh i see, dia makan t*i wkwkwk",0
2025-03-25T23:35:46Z,ygcodv_xrUE,@farreleka9531,Positif thinking aj kak... Mungkin ws di mobil jg bak .. ditampung pke botol bekas aer mineral🤣🙈,2
2025-03-25T23:39:50Z,ygcodv_xrUE,@zedgaming2712,"@@farreleka9531 kenapa harus positif thinking, dia sendiri yg bilang kan, ke mobil mau makan, bukan mau kosongin kemih atau kosongin penampungan tinja",0
2025-03-25T23:40:31Z,ygcodv_xrUE,@zedgaming2712,"@@khairulhuda4046 statement awal diakan ke toilet ya, orang gila mana yg laper nyari toilet, kecuali dia makannya t*i",0
2025-03-25T21:42:21Z,ygcodv_xrUE,@suryakencana1546,boxing aja yok wil sama gua siap nih,0
2025-03-25T21:42:21Z,ygcodv_xrUE,@Sugarnldystwn,Unfollow serentak willie salim,0
2025-03-25T21:41:59Z,ygcodv_xrUE,@rjsgaming2060,Kali ini situs 𝗧 𝗛 𝗢 𝗥 𝟯 𝟭 𝟭 lagi gacor kali di PGSOTF,0
2025-03-25T21:41:57Z,ygcodv_xrUE,@ryechannel328,Dari perkataan kataan si Willy banyak silat Lidah. Bacot nya banyak di reka reka gk jujur. Willy Bocah Dungu.,0
2025-03-25T21:41:31Z,ygcodv_xrUE,@4030yes,Willie sedih dikatain settingan? Lo baca komentar di akun lo gak sih wil???,0
2025-03-25T21:41:24Z,ygcodv_xrUE,@munikalba1529,Tapi ini aneh bngt si konten kreator 1 ini soalnya baru ada masalah d satu tempat ini bikin konten yg sama d tempat laen ini tujuanya mau adu domba apa gimana?,0
2025-03-25T21:41:20Z,ygcodv_xrUE,@rifkypratama1680,Kocakk emang pass sih willy bilang mau ke kmar mandi karna kebelet tapi jauh dan ga ketemu.tapi dia malah ke mobil lalu makan.logika mana orang yang udah kebelet.tapi masih bisa makan di mobill😂🤣🤣,0
2025-03-25T21:41:10Z,ygcodv_xrUE,@ipantabah7552,sudah bisa kita saksikan bersama<br>bahwa konten si WILSAL itu smuanya tidak dari hati<br><br>berbagi/sedekah niatnya karena konten<br>bukan karena ketulusan<br><br>orang seperti ini jangan di liarkan di sosmed<br>bahaya untuk masyarakat,0
2025-03-25T21:41:02Z,ygcodv_xrUE,@GOLDLevi123,&quot;my mom is kinda homeless&quot;,0
2025-03-25T21:41:01Z,ygcodv_xrUE,@muhruger3483,"Terlalu banyak drama ini Willy, bocahh",0
2025-03-25T21:40:59Z,ygcodv_xrUE,@AisyahAulia-i2r,lu kebelet eek terus  WC nya jauh eh liat mobil sendiri malah pengen makan  kira kira konteknya gimana ya?,0
2025-03-25T21:40:56Z,ygcodv_xrUE,@pabloplus8683,Sudah Jelas,0
2025-03-25T21:40:48Z,ygcodv_xrUE,@kushjak97,jangan ngomongin rendang ah gw jadi laper lagi nih 🤤,0
2025-03-25T21:40:40Z,ygcodv_xrUE,@adi17gaming80,Perubahan terkeren menurut gua yaitu bobon,0
2025-03-25T21:40:34Z,ygcodv_xrUE,@mekanikborax,bacot will,0
2025-03-25T21:40:32Z,ygcodv_xrUE,@Indra_DR,"Masalah di Palembang aja belum selesai malah masak besar lagi di daerah lain, pikir pake logika bro klu bukan demi konten atau mencari pengakuan, trus apalagi coba ? Nama Palembang jadi rusak dengan rendang yg ngga seberapa!",0
2025-03-25T21:40:27Z,ygcodv_xrUE,@apriazirandi857,Pria dengan banyak bicara real pembohong 😂😂😂,1
2025-03-25T21:40:26Z,ygcodv_xrUE,@yunitakusuma-sl8jn,"Lebih pro ke bobon karena omongan omongan dia lebih masuk akal, dari si Willy yg banyak ngelaknya",0
2025-03-25T21:40:20Z,ygcodv_xrUE,@dwibasuki150,"terkait setingan atau gak... yg msih jdi perdebatan,, atau juga kurangnya persiapan , yg ujung2nya penggiringan opini agar virall, shingga mnyudutkan pihak tertntu...sejauh saya mengerti budaya antrian di negera kita memang msih perlu perbaikan..😂...klo ada antrian bantuan, bansos atau apapun yg gratis2 memang sering tidak terkontrol dan sulit di atur..bkan cmn di plembang  di bnyak daerah juga seringkan masuk tv karena desak2an dll..jdi itu udah jdi kebiasaan yg sulit di rubah😅",0
2025-03-25T21:40:01Z,ygcodv_xrUE,@galeryvideo2016,Podcast ini dgn Willie gak datang  settingan bukan???,0
2025-03-25T21:39:55Z,ygcodv_xrUE,@RamaGratnight2334,Ini bulan puasa kan masak besar gagal. Dia berbagi untuk berbuka lalu kluar jam berbuka. Apa itu gak malu? Nanti kalau ketahuan bobon. Soal nya kan dia tidak acc. Alhasil di gagalkan secara berencana.  Logika. Semua orang ini rakus. Tapi kan ada penjaga nya. Bulan maulid kalau tidak ada 1 orang yang mulai yang lain tidak akan ikut. Apa lagi ini masakan ribuan orang,0
2025-03-25T21:39:54Z,ygcodv_xrUE,@2025_IndonesiaGelap,Seriusan bro kalian nonton konten si willie wonka???,0
2025-03-25T21:39:37Z,ygcodv_xrUE,@lagilaper1059,Dikira warga ngambil itu semua rendang bisa dalam waktu 5 menit?😂,1
2025-03-25T21:39:32Z,ygcodv_xrUE,@slametmujiyantomujiyanto3491,b0b0n bees....willi noooo lah,0
2025-03-25T21:39:31Z,ygcodv_xrUE,@AgungCrash,Kasih paham Abangku ...  Usir  dya dari kampung ini 😅😅,0
2025-03-25T21:39:23Z,ygcodv_xrUE,@andrebenjamin88,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2420"">40:20</a> Buat yang capek dengerin orang cari cari alesan",6
2025-03-25T21:39:06Z,ygcodv_xrUE,@kavenoktareza5771,manipulatif ni orang,0
2025-03-25T21:39:05Z,ygcodv_xrUE,@lubismedan9950,"&quot;rendang hilang atau rendang habis karena laku dan berhasil&quot;, 2 kata yng maknanya yang sangat tipis menjelekkan, taroklah bener kata WS kalo itu tanpa settingan, tapi yg di sayangkan setelah viral buat lagi hal yg sama di kota yg lain, mencari viral dan viewer dengan cara yang salah, sehingga berkahnya tidak dapat, ini menurut saya ini ya 🙏",0
2025-03-25T21:38:59Z,ygcodv_xrUE,@samsungkua1129,Gua cuma pengen liat video pas ngambil rendang nya.. masa iya gak ada video,0
2025-03-25T21:38:56Z,ygcodv_xrUE,@Amaraaul,Om ded: 🥱🥱🥱,0
2025-03-25T21:38:56Z,ygcodv_xrUE,@partofsadness,Fix abis ini subcriber willy salim turun drastis😂😂,0
2025-03-25T23:06:25Z,ygcodv_xrUE,@SLEPPINK,Gabakal 😂,0
2025-03-25T21:38:54Z,ygcodv_xrUE,@yogiriyanto_,Willie Salim ini paham sama pertanyaan nya bobon ngga sih?,0
2025-03-25T21:38:52Z,ygcodv_xrUE,@danielrishot-us2nx,"Gagal berencana , sama dengan merencanakan kegagalan.<br>Benjamin Franklin",0
2025-03-25T21:38:48Z,ygcodv_xrUE,@chrisauliakusumawati7207,Eneg bgt denger suaranya. Muter&quot; gajelas gada intinya,0
2025-03-25T21:38:47Z,ygcodv_xrUE,@irwantosyaputra3702,simple unfol si willie biar gak ada followers nya memang dr awal dia bikin konten y settingan sejak kapan dia realistis,0
2025-03-25T21:38:40Z,ygcodv_xrUE,@dimasadis.6412,Belibet langsung intinya aja kebanyakan muter muter ni wili,0
2025-03-25T21:38:39Z,ygcodv_xrUE,@AldiMukti-h8p,Willy cuman bisa copy paste kontennya 😅,0
2025-03-25T21:38:06Z,ygcodv_xrUE,@muhammdikhsankhadaffi8055,"Gw tim wili, karena kenapa warga Palembang mengambil rendang dan es durian? Dan belum di bagiin salah warga Palembang ngapain langsung di ambil rakus banget jir kasian ama wili liat komen podcast om daddy 😢😢",0
2025-03-25T21:37:59Z,ygcodv_xrUE,@syarifibrahim3304,Rendang mana woyyy,1
2025-03-25T21:37:48Z,ygcodv_xrUE,@rikoanTV,Dari suka berbagi iPhone aja udah kaga percaya gw soal dari bicaranya 😂,2
2025-03-25T21:37:42Z,ygcodv_xrUE,@DensiWijayanti,Yaa klarifikasi settingan lah Will. Mau itu bener apa settingan. Kan niatnya amal.,0
2025-03-25T21:37:19Z,ygcodv_xrUE,@ridhomaulana8431,Bobon❤❤❤,0
2025-03-25T21:37:14Z,ygcodv_xrUE,@ZakiSaat,Baru juga main langsung di kasih kaya gini mantap buat situs 👉 𝗧 𝗛 𝗢 𝗥 𝟯 𝟭 𝟭,0
2025-03-25T21:37:12Z,ygcodv_xrUE,@bebekgoreng8098,Yg suka sama willy salim itu udah cek kesehatan jiwa gak ya,0
2025-03-25T21:37:10Z,ygcodv_xrUE,@cikocordova1463,Gw masih percaya bung towel,0
2025-03-25T21:37:03Z,ygcodv_xrUE,@DhidotzYM,LAPORIN WILI SALIM ... KONTEN BUSUK,0
2025-03-25T21:36:42Z,ygcodv_xrUE,@paijokenyot118,suruh jelasin malah pidato,0
2025-03-25T21:36:17Z,ygcodv_xrUE,@raviindra77,Boikot aja wilisalim😂,0
2025-03-25T21:36:17Z,ygcodv_xrUE,@jefrianugerah5646,"Segila gilamya orang., gak akan berani serius gak akan nerani apa lagi ada polisi., kl gak ada yg nyuruh dan biarin mgambil fak akan berani mgambil.<br><br>Dan inget si wili gak ada yg rugi anjai., dia viral., dia di untungkan………",0
2025-03-25T21:36:15Z,ygcodv_xrUE,@aruliting3504,Tremor amat wil,0
2025-03-25T21:36:09Z,ygcodv_xrUE,@bongbong7839,"Mereka nanya Willie apa , susah bgt kayaknya dia buat jwb pertanyaan nya aja langsung, harus pake ngedogeng buat back up kesalahan dia gitu biar org prihatin gitu, sumpah greget bgt gw tolong 😭😭😭😭",0
2025-03-25T21:35:49Z,ygcodv_xrUE,@antosp1869,"Maknya klo Mo bikin konten jangn cumn ngikutin konten org , ygsesuai pasion lu aja nyet,",0
2025-03-25T21:35:43Z,ygcodv_xrUE,@rozaqulanam4689,Willie ini tol,0
2025-03-25T21:35:43Z,ygcodv_xrUE,@HasanNuddin-ve5tf,kek gak merasa bersalah gtu Wily bgst,0
2025-03-25T21:35:24Z,ygcodv_xrUE,@rakaichwanudin3975,"Pentingnya etitude dan sharing pengalaman sama yang udah senior... Percuma duit banyak bisa beli apapun tapi, kalo pengalaman sama etitude kurang ga ngejamin orang lain suka Konten² lu willie",0
2025-03-25T21:35:24Z,ygcodv_xrUE,@Andrean.C,"Warga ny juga salah sih, liat yg pas es duren itu warga ny rusuh",0
2025-03-25T21:35:22Z,ygcodv_xrUE,@muhammadrito5453,"Orang yang punya statement jelek tentang masyarakat Palembang seperti : Palembang hama, Palembang rakus, Palembang maling, Palembang kera dan lainnya. Ya bahkan kalian saja tidak pernah ke Palembang langsung tanpa tau dulu masyarakat asli Palembang gimana. Dan Willie Salim ini sudah memicu seluruh orang diluar palembang jadi rasis.",0
2025-03-25T21:35:10Z,ygcodv_xrUE,@UcirIrawan-l6z,lanjutkan koh...,0
2025-03-25T21:35:07Z,ygcodv_xrUE,@nggaweimel7010,di situ kan ada polisi kenapa kaga tanya aja sama polisi modal suap aja ngaku ko😂,0
2025-03-25T21:35:05Z,ygcodv_xrUE,@ilhamdannisa2003,"saya bisa ngambil kesimpulan dari podcast ini, ketika ego masih ada didalam diri, semuanya akan merasa benar, dikarenakan seburuk buruknya sifat manusia yang dia sadari sendiri, dia akan merasa ketika dirinya menurut orang orang salah, dia merasa dirinya benar, dan akan menjelaskan bahwa dirinya benar dan tidak mengada ada, dalam kutip ada kalimat (sejujur2nya) 😂 bisa dikatakan munafik. terlihat ketika ditanya apa , tapi tidak menjelaskan dan menjawab apa yang ditanyakan tapi membuat narasi dan penjelasan yang panjang dan terlihat kemana mana isi pembicaraannya karna ingin menutupi kebohongannya 😂 hadeh CAPEEEEEK",0
2025-03-25T21:34:58Z,ygcodv_xrUE,@aderaihanfadlurrahman5650,"Dasarnya kalau udh dibenci, bakal susah buat objektif sih. Bawaannya pasti suudzon terus. <br><br>Kalau menurut gue pribadi, ini willie salim blunder kurang persiapan.<br><br>Harusnya itu acara masak disiapin lahan yang steril dan cuma kru yang masak aja bisa masuk biar ga ada resiko orang tiba tiba ngambilin makanan sebelum dibagiin.<br><br>Udh ada sentiment negatif, WS harus lebih hati2 biar ga blunder lagi.",0
2025-03-25T21:34:56Z,ygcodv_xrUE,@taufiqnoorhidayat466,Wili wili... Sok sok an,0
2025-03-25T21:34:49Z,ygcodv_xrUE,@Woto-hw7du,Drama mulu willy salim emng,0
2025-03-25T21:34:48Z,ygcodv_xrUE,@bispii,emang yang salah masak di palembang 🤣,0
2025-03-25T21:34:46Z,ygcodv_xrUE,@ridhomaulana8431,Kenapa gak dari dulu wiili bikin konten masak,0
2025-03-25T21:34:46Z,ygcodv_xrUE,@pencinta-kebenaran,..apakah kejadian ini mau membuka latar belakang daging yang akan dimasak: &quot; halal atau haram &quot; harus dicek kronologis cara membuatnya... dan siapa panitia yg layak mengatur pembagian dan pengaturan jatah ke warga...serta dicek ktp/kk (para pengacara palembang turun tangan/gunung) warga yang katanya &quot;merampok&quot; daging r3ndang itu...😮 u acara yang sama harus ada &quot;panitia dan petugas&quot; menjaga antrian (pake nomor antri) serta menjaga situasi &quot;kegad8hwn:...😢😢,0
2025-03-25T21:34:38Z,ygcodv_xrUE,@Goalhjx08,"Tim-nya sebanyak apa sih, bisa&quot;nya masak besar 2 x sekaligus, kan kocak yaa ni orang.. hahaha",0
2025-03-25T21:34:15Z,ygcodv_xrUE,@rickylyxn6614,Malah curcol dan pencitraan 😂😂😂,0
2025-03-25T21:34:03Z,ygcodv_xrUE,@aisyahhudha8139,Mabukhela bon,0
2025-03-25T21:33:53Z,ygcodv_xrUE,@ratuazhr95,Jawabannya ngalor ngidul si Willy🤔,0
2025-03-25T21:33:47Z,ygcodv_xrUE,@mukaajing135,Profit lagi aja main di situs 𝗧 𝗛 𝗢 𝗥 𝟯 𝟭 𝟭,0
2025-03-25T21:33:37Z,ygcodv_xrUE,@ImanNurjaman-xj9vh,Mas bobon pas ngomong keliatan banget kaya kesel pengen nasehatin yang lebih dari itu cuma di tahan ... Pokonya buat wilie jadiin pelajaran buat kedepanya,3
2025-03-25T21:33:32Z,ygcodv_xrUE,@sandisaputra169,Laki tidak menye menye wil,1
2025-03-25T21:33:17Z,ygcodv_xrUE,@rizaladisaputra376,hebat sekali rendang diaduinnya sama sop duren.. 👏👏👏,0
2025-03-25T21:33:06Z,ygcodv_xrUE,@sulaeman_betta1235,Permasalah ini bukan masalah masak ituh masalah willy salim masak cuma konten dan diah bilang rendang hilang ini yg buat masalah.<br>Dan masalah ini dikira bagus buat konten malah jadi masalah.<br>Masalah ini di perkataan willy salim buat hal negatif.<br>Udah salah masih ajh ngelak makin keliatan ajh.,0
2025-03-25T21:33:03Z,ygcodv_xrUE,@doniwijaya8955,Lu kebelet cari toilet.tapi jaraknya jauh.jd lu gak jd ke toilet dan lu masuk ke mobil lu karena laper juga wil.INI URUSAN LU YG KEBELET TD GIMANA????.disitu lah letak LU DIANGGAP SETTING INI.padahal LU YG PUNYA HAJAT INI MASA IYA LU TINGGALIN KE MOBIL.....,0
2025-03-25T21:33:01Z,ygcodv_xrUE,@santosaabjer4215,"DETIK 29 :58 Wili bilang sekenario,itu maksudnya apa ya,ada yng bisa bantu jelasin, apakah semua ini udah di sekenario atau sudah direncanakan 😑",1
2025-03-25T21:32:46Z,ygcodv_xrUE,@alexduar-sb5qx,Si Willi jelasin bertele tele kaya orang mabuk wkwkwk,0
2025-03-25T21:32:45Z,ygcodv_xrUE,@annisalestari8002,"ini kasus serius mending dibawa keranah hukum biar ga ada konten model ws ini yg merugikan satu kota,dan untuk mewarning konten kreator lain biar ga seenaknya",0
2025-03-25T21:32:45Z,ygcodv_xrUE,@MuhammadZakiAlpinnuridwanAlpin,Ingin mau Jatoh kan warga Palembang wkwk,0
2025-03-25T21:32:41Z,ygcodv_xrUE,@fadlaais9165,Maaf ya malah kaga tau willy salim ini siap.kalau bang babon tau nya akhir akhir ini❤,0
2025-03-25T21:32:38Z,ygcodv_xrUE,@kikitari2925,Bang Dedi bilang in ka bobon donk kapan bikin konten di bandar Lampung,0
2025-03-25T21:32:37Z,ygcodv_xrUE,@omalung6083,"Gua percaya willy salim bukan settingan, dan disini Gua pikir bobon terlalu memabawa sentiment pribadi dgn willy salim",0
2025-03-25T21:32:35Z,ygcodv_xrUE,@billkhair1258,Dalem betul Bahasa Bang Bobon. Saluttt..,0
2025-03-25T21:32:22Z,ygcodv_xrUE,@paijokenyot118,malah curhat kocak,0
2025-03-25T21:32:19Z,ygcodv_xrUE,@baristaamburadul7009,"LANGSUNG SAJA, KONTEN TQLQL YANG SUKA JUGA ORANG² TQLQL.<br><br>APALAGI FANS GARIS KERASNYA.<br><br>KLEAN TQLQL BGT ASU!!<br><br>LO WIL, NGOMONG NIAT BAIK TAPI BIKIN KONTEN TRAGEDI RENDANG HILANG.<br>KQNTQL!!!",0
2025-03-25T21:32:18Z,ygcodv_xrUE,@naturalgame7976,"INTINYA PALEMBANG = HAMA, SDM RENDAH, MISKIN AKHLAK, MALING, DAN TULUL",0
2025-03-25T21:32:16Z,ygcodv_xrUE,@ramadarodiansyahramadan8514,Lo jangan ke jambi wili nanti di sate,0
2025-03-25T21:32:14Z,ygcodv_xrUE,@adityarafy3293,WILLY KECEPLOSAN BILANG MUTER JAM 2 DI SEMARANG PADAHAL KEJADIANNYA KAN DI PALEMBANG,0
2025-03-25T21:32:04Z,ygcodv_xrUE,@yanceyance3537,"Setuju dengan Bobon , orang  yg bijak. Sukses dan sehat ya Bobon",0
2025-03-25T21:32:03Z,ygcodv_xrUE,@RomliBudi-y1d,😂😂😂 perasaan WS akhir2 ini bnyk klarifikasi tanpa mikir dlu  yg penting rate naik aduhhh aduhhh dah kata bobon janji mau bagi2 duit ga tau ya g balik lgsg pergi saat collab,0
2025-03-25T21:31:59Z,ygcodv_xrUE,@yunitasari-dj4mi,Bebelit belit will will,0
2025-03-25T21:31:40Z,ygcodv_xrUE,@nuradilahluthfiyah7970,"dia paham ga yaa kalo dia banyak omong?! jawabannya keliatan ngeles, liatnya jd kyk gamau keliatan kalah &amp; salah",0
2025-03-25T21:31:28Z,ygcodv_xrUE,@risrispratiwiilahi5409,"PROBLEMATIK BGT EMNG SI WILLIE, DARI AWAL GW GA SUKA ANJIR, RUNN VILMEIIII😭😭😭😭😭😭🙏🏻🙏🏻",0
2025-03-25T21:31:25Z,ygcodv_xrUE,@AlekTm-ho3iz,Kurang kurangi berbuat baik will 😢<br>Mending sedekahin ke panti asuhan atau jompo,0
2025-03-25T21:31:10Z,ygcodv_xrUE,@papauchan,WS udah gak berani dtg ke close the door. Harus akting nangis.,0
2025-03-25T21:31:03Z,ygcodv_xrUE,@dollynxjuned909,wily salim ini tipe orang yang kalo jauh koar koar pas ketemu diem aja,0
2025-03-25T21:30:39Z,ygcodv_xrUE,@ayuwulandari-mc9gm,"Jd gw tau maksud.a bobon,,, nyampe bgt pesennya bobon... kalo masak rendang jam 19.00 baru masuk daging, otomatis masak.a uda gagal.. krn klo untuk mateng bisa sampe pagi, jd mending kita bagi2 ajh... krn bagi2 mentah itu gk etis, jd mending kita setting ajh...",0
2025-03-25T21:30:29Z,ygcodv_xrUE,@MamaPutri-r1q,PROV1D3R BARU F4T P4NDA LAGI G4C0R BANGET NI DI 𝗧 𝗛 𝗢 𝗥 𝟯 𝟭 𝟭,0
2025-03-25T21:30:10Z,ygcodv_xrUE,@adriansadinugroho5225,Pengalihan isu atau bukan ya?,0
2025-03-25T21:30:08Z,ygcodv_xrUE,@ufkboi7125,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1845"">30:45</a> Om ded jangan tidurr,ke lagi di ceritain dongeng 🤣🤣🤣",2
2025-03-25T21:30:01Z,ygcodv_xrUE,@tarmudimudi5647,@bobonsantoso<br>Amer heula atuh kohhh,0
2025-03-25T21:29:51Z,ygcodv_xrUE,@MonkeyDudu-l6t,okay,0
2025-03-25T21:29:50Z,ygcodv_xrUE,@christopherlawalata6210,Willi terlalu bertele-tele,0
2025-03-25T21:29:31Z,ygcodv_xrUE,@BurhanHasan-h8d,RECEHHHHHHHHHHHHHHHHHHHHHHHHH tp rame yg bahas.... indo2..... pantes mundur............,0
2025-03-25T21:29:02Z,ygcodv_xrUE,@rianriswandi6838,"Sbelum kejadian, gw liat ada konten willy salim lewat beranda IG dia mau ke palembang ngasih rezeki ke kurir yg motornya hilang dicuri, trus dia nyiapin wajan besar ke mobil pick up buat sekalian masak besar di palembang,, feeling gw dalam hati &quot;paling pencitraan doang&quot;... eh ternyata jdi begini",11
2025-03-25T21:29:01Z,ygcodv_xrUE,@tegarfadhli7497,"Secara minta maaf WS itu aja udah salah seharusnya datang langsung ke kota Palembang buat minta maaf, dan kata seorang ws kalo mau ketemu bisa di atur waktu sedangkan om ded dan juga bang bobon udah nungguin beliau di podcast nya om ded dgn alasan ngga dpt tiket tapi bikin acara masak² tmpt lain apalah itu masuk akal, dan itu anak bisa membolak balikan omongan nya",0
2025-03-25T21:29:01Z,ygcodv_xrUE,@rossie7587,Emang kalian bikin podcast ini ga settingan juga?,0
2025-03-25T21:42:14Z,ygcodv_xrUE,@massa6102,Kaga lah kocak itu dia Ampe ngomong jujur²an,0
2025-03-25T22:09:15Z,ygcodv_xrUE,@rossie7587,"​@@massa6102 lah podcast sih justru ada daftar pertanyaan yg udah dibriefing sebelumnya. Ga tau ya, kocak😂😂😂",0
2025-03-25T22:50:26Z,ygcodv_xrUE,@rossie7587,@@massa6102 lah ga tau kalo podcast itu ada briefing sebelumnya... pertanyaan2 apa juga udah ada kisi2nya 🤣🤣🤣,0
2025-03-25T21:28:56Z,ygcodv_xrUE,@VuahSitimarfuah,Judul kontenny apa yaa ? Gk pernah liat soalnya,0
2025-03-25T21:28:52Z,ygcodv_xrUE,@aduacloth831,"Yang jadi pertanyaan, kenapa wili ngomongnya bergetar ya, klo ngonten biasa ngomongnya lancar tanpa bergetar",0
2025-03-25T21:28:47Z,ygcodv_xrUE,@Longfats,"Menit <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1596"">26:36</a> jujur sampe sedih gua . Kerasa banget si",0
2025-03-25T21:28:31Z,ygcodv_xrUE,@rifkypratama1680,Tim om dedy ga usah bantu willy lagi om deddy<br><br>Kalo kaya ginih sih ceritanya bikin kesell.dia yang minta tolong tapi bilangnya tiket pesawat lagi kosong.tapi dia ada acara masak&quot; Besar.kan lucuu orang inii emang.selalu banyak ngelesnya baget dahh,0
2025-03-25T21:28:27Z,ygcodv_xrUE,@Naufal_namaku,Bang bobon bikin tutorial masak rendang satu ekor sapi pas idul adha bang biar tau caranya👌,0
2025-03-25T21:28:25Z,ygcodv_xrUE,@b.v.w.channel,"Banyak yg kemakan mentah2 langsung menjudge… kita harus tabayun dulu, cari tau background siapa konten kreator itu.. kmrn sy ga langsung percaya… apalagi sama si willie",0
2025-03-25T21:28:15Z,ygcodv_xrUE,@azhar1943,"jika selama ini willy salim benar, berarti ferry irwandi, bobon santoso &amp; pak helmi yahya salah.",0
2025-03-25T21:27:54Z,ygcodv_xrUE,@dwikialfian4116,"Ternyata bukan agus doang yg sedih, sekarang ada willy sedih juga",0
2025-03-25T21:27:51Z,ygcodv_xrUE,@EdiSantoso-t7g,Fixs NPD sih si WS,0
2025-03-25T21:27:39Z,ygcodv_xrUE,@Saasa2112,Semoga habis ini ci Vilmei semakin sadar dan terselamatkan. kalau Wilsal tuu 🚩🚩🚩🚩,0
2025-03-25T21:27:24Z,ygcodv_xrUE,@FitriYuliani86,Tim yang percaya bobon👇👇,0
2025-03-25T21:27:21Z,ygcodv_xrUE,@chudamulfurqon6648,stop mengumbar isi hati lu yang pura pura berniat baik ya willie salim,0
2025-03-25T21:27:21Z,ygcodv_xrUE,@pujipuji4776,ngikutin ko bbon dari zaman ngonten makan mie goreng campur tai kambing😭 sekarang kontennya positif bgt 😍🎉,0
2025-03-25T21:27:20Z,ygcodv_xrUE,@kanginsinyur,"Salah satu indikator menutupi kebohongan adalah Berbelit-belit dalam memberikan penjelasan,  berputar- putar memberikan penjelasan dan akhirnya tidak menjawab poin yg ditanyakan supaya terkesan menjawab tetapi hanya upaya mengindari pertanyaan yg diberikan..",0
2025-03-25T21:26:58Z,ygcodv_xrUE,@MentariKurniawati,Sama gk suka willie salim bukan penggemar dia,0
2025-03-25T21:26:18Z,ygcodv_xrUE,@EkopujiSantoso-t4h,Bsk panggil  bang Will aja ok  om dedy,0
2025-03-25T21:26:06Z,ygcodv_xrUE,@Archie_Okelaid,"Willie lupa klo masak rendang itu butuh waktu lama (10 jam) sedangkan kebutuhan konten cm 30m-1jam, jadi agar kebutuhan konten itu terpenuhi di buat lah skenario ingin ke toilet, lalu ngintruksikan tim untuk memberikan masakan tersebut. <br>Karena jika di cermati resiko yg dikatakan mas Bobon mengenai masak besar, lalu membandingkan dengan proses yg dilakukan WS sangat mencurigakan, dmna kurangnya waktu persiapan (hanya 1 hari coy), kurangnya tim yg membantu, waktu yg sedikit untuk masakan yg terbilang lama dan banyak (Gila start jam 6 men) ,belum lgi sikap yg dilakukan WS problem belum selesai sudah masak&quot; lgi di Surabaya, tentu kembali lagi demi KONTEN.. <br><br>Saya pribadi menilai konten WS di Palembang dan disertai kejadian tersebut ialah SETTINGAN !! <br>Saya bukan masyarakat Palembang turut prihatin atas tuduhan jahat ini, semoga proses hukum dapat berjalan dengan tertib dan adil serta citra kota Palembang dapat kembali baik 🙏",0
2025-03-25T21:25:57Z,ygcodv_xrUE,@bchannel_,"Penjelasan berbelit - belit, semua yang di jelaskan sangat sangat  mempesona bagi telinga orang awam.",3
2025-03-25T21:25:49Z,ygcodv_xrUE,@insideofcode,"Ehkemmm, RUU TNI",0
2025-03-25T21:25:46Z,ygcodv_xrUE,@RahmatHidayat-ix9sm,Dia mah bocah😂😂😂 jangan percaya,0
2025-03-25T21:25:46Z,ygcodv_xrUE,@Goalhjx08,"Kata&quot; yang selalu ada, setiap di kasih pendapat WS selalu seolah-olah mengiyakan (itu kekurangan gua, itu kesalahan gua,) dan yaaa.. itu terus yang di lakukan 😅 <br><br>Tanpa ada evaluasi 😅",0
2025-03-25T21:25:40Z,ygcodv_xrUE,@MarissaArni,"Setiap di tanya dia gk bisa jawab langsung ia ato nggak,padahal ko bobon nanya simpel tinggal jawab ia ato nggak,dia malah panjang lebar jd kesannya ngeles",0
2025-03-25T21:25:37Z,ygcodv_xrUE,@aryakamanjaya8530,Tim Gasuka Willie Salim !😡,0
